ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
SQA,"Santa Ynez, CA",HHR,"Hawthorne, CA"
SQL,"San Carlos, CA",OAK,"Oakland, CA"
SQL,"San Carlos, CA",TKF,"Truckee, CA"
SQL,"San Carlos, CA",SBA,"Santa Barbara, CA"
SQL,"San Carlos, CA",HHR,"Hawthorne, CA"
SQL,"San Carlos, CA",LGB,"Long Beach, CA"
SQL,"San Carlos, CA",ESD,"Eastsound, WA"
SQL,"San Carlos, CA",RNO,"Reno, NV"
SQV,"Sequim, WA",PAE,"Everett, WA"
SQV,"Sequim, WA",MSO,"Missoula, MT"
SQV,"Sequim, WA",BFI,"Seattle, WA"
SRC,"Searcy, AR",FYV,"Fayetteville, AR"
SRC,"Searcy, AR",MQY,"Smyrna, TN"
SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA"
SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA"
SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA"
SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC"
SRQ,"Sarasota/Bradenton, FL",DCA,"Washington, DC"
SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC"
SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",DFW,"Dallas/Fort Worth, TX"
SRQ,"Sarasota/Bradenton, FL",JAX,"Jacksonville, FL"
SRQ,"Sarasota/Bradenton, FL",ACY,"Atlantic City, NJ"
SRQ,"Sarasota/Bradenton, FL",HPN,"White Plains, NY"
SRQ,"Sarasota/Bradenton, FL",HPN,"White Plains, NY"
SRQ,"Sarasota/Bradenton, FL",IAH,"Houston, TX"
SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",CMH,"Columbus, OH"
SRQ,"Sarasota/Bradenton, FL",BWI,"Baltimore, MD"
SRQ,"Sarasota/Bradenton, FL",IND,"Indianapolis, IN"
SRQ,"Sarasota/Bradenton, FL",PIT,"Pittsburgh, PA"
SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN"
SRQ,"Sarasota/Bradenton, FL",MDW,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",STL,"St. Louis, MO"
SRQ,"Sarasota/Bradenton, FL",CMH,"Columbus, OH"
SRQ,"Sarasota/Bradenton, FL",BWI,"Baltimore, MD"
SRQ,"Sarasota/Bradenton, FL",IND,"Indianapolis, IN"
SRQ,"Sarasota/Bradenton, FL",DAL,"Dallas, TX"
SRQ,"Sarasota/Bradenton, FL",HOU,"Houston, TX"
SRQ,"Sarasota/Bradenton, FL",PIT,"Pittsburgh, PA"
SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN"
SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA"
SRQ,"Sarasota/Bradenton, FL",MDW,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",BOS,"Boston, MA"
SRQ,"Sarasota/Bradenton, FL",JFK,"New York, NY"
SRQ,"Sarasota/Bradenton, FL",LGA,"New York, NY"
SRQ,"Sarasota/Bradenton, FL",BOS,"Boston, MA"
SRQ,"Sarasota/Bradenton, FL",CLE,"Cleveland, OH"
SRQ,"Sarasota/Bradenton, FL",CLE,"Cleveland, OH"
SRQ,"Sarasota/Bradenton, FL",CVG,"Cincinnati, OH"
SRQ,"Sarasota/Bradenton, FL",PIT,"Pittsburgh, PA"
SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN"
SRQ,"Sarasota/Bradenton, FL",CLE,"Cleveland, OH"
SRQ,"Sarasota/Bradenton, FL",PIA,"Peoria, IL"
SRQ,"Sarasota/Bradenton, FL",CVG,"Cincinnati, OH"
SRQ,"Sarasota/Bradenton, FL",TYS,"Knoxville, TN"
SRQ,"Sarasota/Bradenton, FL",MDT,"Harrisburg, PA"
SRQ,"Sarasota/Bradenton, FL",AVL,"Asheville, NC"
SRQ,"Sarasota/Bradenton, FL",ABE,"Allentown/Bethlehem/Easton, PA"
SRQ,"Sarasota/Bradenton, FL",BWI,"Baltimore, MD"
SRQ,"Sarasota/Bradenton, FL",GSP,"Greer, SC"
SRQ,"Sarasota/Bradenton, FL",SYR,"Syracuse, NY"
SRQ,"Sarasota/Bradenton, FL",FNT,"Flint, MI"
SRQ,"Sarasota/Bradenton, FL",SBN,"South Bend, IN"
SRQ,"Sarasota/Bradenton, FL",IND,"Indianapolis, IN"
SRQ,"Sarasota/Bradenton, FL",RFD,"Rockford, IL"
SRQ,"Sarasota/Bradenton, FL",PIT,"Pittsburgh, PA"
SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN"
SRQ,"Sarasota/Bradenton, FL",BOS,"Boston, MA"
SRQ,"Sarasota/Bradenton, FL",LCK,"Columbus, OH"
SRQ,"Sarasota/Bradenton, FL",RIC,"Richmond, VA"
SRQ,"Sarasota/Bradenton, FL",DSM,"Des Moines, IA"
SRQ,"Sarasota/Bradenton, FL",GRR,"Grand Rapids, MI"
SRQ,"Sarasota/Bradenton, FL",BLV,"Belleville, IL"
SRQ,"Sarasota/Bradenton, FL",USA,"Concord, NC"
SRQ,"Sarasota/Bradenton, FL",FWA,"Fort Wayne, IN"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",DEN,"Denver, CO"
SRQ,"Sarasota/Bradenton, FL",CMH,"Columbus, OH"
SRQ,"Sarasota/Bradenton, FL",BWI,"Baltimore, MD"
SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN"
SRQ,"Sarasota/Bradenton, FL",MDW,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ"
SRQ,"Sarasota/Bradenton, FL",IAD,"Washington, DC"
SRQ,"Sarasota/Bradenton, FL",DCA,"Washington, DC"
SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL"
SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ"
SRQ,"Sarasota/Bradenton, FL",IAD,"Washington, DC"
SRQ,"Sarasota/Bradenton, FL",MIA,"Miami, FL"
SRQ,"Sarasota/Bradenton, FL",LCH,"Lake Charles, LA"
SRQ,"Sarasota/Bradenton, FL",IAH,"Houston, TX"
SRQ,"Sarasota/Bradenton, FL",IAD,"Washington, DC"
SRV,"Stony River, AK",BET,"Bethel, AK"
SRV,"Stony River, AK",ANI,"Aniak, AK"
SRV,"Stony River, AK",SLQ,"Sleetmute, AK"
SRV,"Stony River, AK",ANI,"Aniak, AK"
SSI,"Brunswick, GA",PVD,"Providence, RI"
SSI,"Brunswick, GA",PBI,"West Palm Beach/Palm Beach, FL"
STC,"St. Cloud, MN",MSP,"Minneapolis, MN"
STC,"St. Cloud, MN",IFP,"Bullhead City, AZ"
STC,"St. Cloud, MN",AZA,"Phoenix, AZ"
STC,"St. Cloud, MN",ABQ,"Albuquerque, NM"
STG,"St. George Island, AK",DUT,"Unalaska, AK"
STG,"St. George Island, AK",SNP,"St. Paul, AK"
STG,"St. George Island, AK",ANC,"Anchorage, AK"
STG,"St. George Island, AK",BET,"Bethel, AK"
STG,"St. George Island, AK",ANC,"Anchorage, AK"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",DTW,"Detroit, MI"
STL,"St. Louis, MO",SLC,"Salt Lake City, UT"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",SLC,"Salt Lake City, UT"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",SLC,"Salt Lake City, UT"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",TYS,"Knoxville, TN"
STL,"St. Louis, MO",BRL,"Burlington, IA"
STL,"St. Louis, MO",JBR,"Jonesboro, AR"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",CMH,"Columbus, OH"
STL,"St. Louis, MO",EWR,"Newark, NJ"
STL,"St. Louis, MO",IND,"Indianapolis, IN"
STL,"St. Louis, MO",IAD,"Washington, DC"
STL,"St. Louis, MO",XNA,"Fayetteville, AR"
STL,"St. Louis, MO",SEA,"Seattle, WA"
STL,"St. Louis, MO",SEA,"Seattle, WA"
STL,"St. Louis, MO",ILN,"Wilmington, OH"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",MIA,"Miami, FL"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",BNA,"Nashville, TN"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",MIA,"Miami, FL"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",AUS,"Austin, TX"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",MKL,"Jackson, TN"
STL,"St. Louis, MO",IND,"Indianapolis, IN"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",IND,"Indianapolis, IN"
STL,"St. Louis, MO",GPT,"Gulfport/Biloxi, MS"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",FLL,"Fort Lauderdale, FL"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",PNS,"Pensacola, FL"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",IAH,"Houston, TX"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",DTW,"Detroit, MI"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",LGA,"New York, NY"
STL,"St. Louis, MO",DTW,"Detroit, MI"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",IAH,"Houston, TX"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",IAD,"Washington, DC"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",IAH,"Houston, TX"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",SDF,"Louisville, KY"
STL,"St. Louis, MO",RFD,"Rockford, IL"
STL,"St. Louis, MO",ICT,"Wichita, KS"
STL,"St. Louis, MO",CLE,"Cleveland, OH"
STL,"St. Louis, MO",DTW,"Detroit, MI"
STL,"St. Louis, MO",MIA,"Miami, FL"
STL,"St. Louis, MO",SAT,"San Antonio, TX"
STL,"St. Louis, MO",SMF,"Sacramento, CA"
STL,"St. Louis, MO",OMA,"Omaha, NE"
STL,"St. Louis, MO",TPA,"Tampa, FL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",SLC,"Salt Lake City, UT"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",OAK,"Oakland, CA"
STL,"St. Louis, MO",SAN,"San Diego, CA"
STL,"St. Louis, MO",JAX,"Jacksonville, FL"
STL,"St. Louis, MO",BWI,"Baltimore, MD"
STL,"St. Louis, MO",ECP,"Panama City, FL"
STL,"St. Louis, MO",SEA,"Seattle, WA"
STL,"St. Louis, MO",PDX,"Portland, OR"
STL,"St. Louis, MO",MKE,"Milwaukee, WI"
STL,"St. Louis, MO",ABQ,"Albuquerque, NM"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",DAL,"Dallas, TX"
STL,"St. Louis, MO",RDU,"Raleigh/Durham, NC"
STL,"St. Louis, MO",HOU,"Houston, TX"
STL,"St. Louis, MO",PHL,"Philadelphia, PA"
STL,"St. Louis, MO",MSY,"New Orleans, LA"
STL,"St. Louis, MO",PIT,"Pittsburgh, PA"
STL,"St. Louis, MO",BNA,"Nashville, TN"
STL,"St. Louis, MO",LGA,"New York, NY"
STL,"St. Louis, MO",TUL,"Tulsa, OK"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",SJC,"San Jose, CA"
STL,"St. Louis, MO",FLL,"Fort Lauderdale, FL"
STL,"St. Louis, MO",BOS,"Boston, MA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",AUS,"Austin, TX"
STL,"St. Louis, MO",MDW,"Chicago, IL"
STL,"St. Louis, MO",MCI,"Kansas City, MO"
STL,"St. Louis, MO",DCA,"Washington, DC"
STL,"St. Louis, MO",RSW,"Fort Myers, FL"
STL,"St. Louis, MO",PNS,"Pensacola, FL"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",CHS,"Charleston, SC"
STL,"St. Louis, MO",DSM,"Des Moines, IA"
STL,"St. Louis, MO",OKC,"Oklahoma City, OK"
STL,"St. Louis, MO",LIT,"Little Rock, AR"
STL,"St. Louis, MO",CLE,"Cleveland, OH"
STL,"St. Louis, MO",MIA,"Miami, FL"
STL,"St. Louis, MO",VPS,"Valparaiso, FL"
STL,"St. Louis, MO",LGB,"Long Beach, CA"
STL,"St. Louis, MO",SMF,"Sacramento, CA"
STL,"St. Louis, MO",CMH,"Columbus, OH"
STL,"St. Louis, MO",OMA,"Omaha, NE"
STL,"St. Louis, MO",TPA,"Tampa, FL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",SLC,"Salt Lake City, UT"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",OAK,"Oakland, CA"
STL,"St. Louis, MO",SAN,"San Diego, CA"
STL,"St. Louis, MO",JAX,"Jacksonville, FL"
STL,"St. Louis, MO",BWI,"Baltimore, MD"
STL,"St. Louis, MO",ECP,"Panama City, FL"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",SEA,"Seattle, WA"
STL,"St. Louis, MO",PDX,"Portland, OR"
STL,"St. Louis, MO",MKE,"Milwaukee, WI"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",MYR,"Myrtle Beach, SC"
STL,"St. Louis, MO",DAL,"Dallas, TX"
STL,"St. Louis, MO",RDU,"Raleigh/Durham, NC"
STL,"St. Louis, MO",HOU,"Houston, TX"
STL,"St. Louis, MO",PHL,"Philadelphia, PA"
STL,"St. Louis, MO",MSY,"New Orleans, LA"
STL,"St. Louis, MO",PIT,"Pittsburgh, PA"
STL,"St. Louis, MO",BNA,"Nashville, TN"
STL,"St. Louis, MO",LGA,"New York, NY"
STL,"St. Louis, MO",TUL,"Tulsa, OK"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",FLL,"Fort Lauderdale, FL"
STL,"St. Louis, MO",BOS,"Boston, MA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",AUS,"Austin, TX"
STL,"St. Louis, MO",MDW,"Chicago, IL"
STL,"St. Louis, MO",SNA,"Santa Ana, CA"
STL,"St. Louis, MO",SRQ,"Sarasota/Bradenton, FL"
STL,"St. Louis, MO",MCI,"Kansas City, MO"
STL,"St. Louis, MO",ICT,"Wichita, KS"
STL,"St. Louis, MO",DCA,"Washington, DC"
STL,"St. Louis, MO",RSW,"Fort Myers, FL"
STL,"St. Louis, MO",PNS,"Pensacola, FL"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",CHS,"Charleston, SC"
STL,"St. Louis, MO",DSM,"Des Moines, IA"
STL,"St. Louis, MO",OKC,"Oklahoma City, OK"
STL,"St. Louis, MO",LIT,"Little Rock, AR"
STL,"St. Louis, MO",MIA,"Miami, FL"
STL,"St. Louis, MO",SMF,"Sacramento, CA"
STL,"St. Louis, MO",TPA,"Tampa, FL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",OAK,"Oakland, CA"
STL,"St. Louis, MO",SAN,"San Diego, CA"
STL,"St. Louis, MO",BWI,"Baltimore, MD"
STL,"St. Louis, MO",ECP,"Panama City, FL"
STL,"St. Louis, MO",SEA,"Seattle, WA"
STL,"St. Louis, MO",PDX,"Portland, OR"
STL,"St. Louis, MO",DAL,"Dallas, TX"
STL,"St. Louis, MO",RDU,"Raleigh/Durham, NC"
STL,"St. Louis, MO",HOU,"Houston, TX"
STL,"St. Louis, MO",PHL,"Philadelphia, PA"
STL,"St. Louis, MO",PIT,"Pittsburgh, PA"
STL,"St. Louis, MO",BNA,"Nashville, TN"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",LAX,"Los Angeles, CA"
STL,"St. Louis, MO",SJC,"San Jose, CA"
STL,"St. Louis, MO",BOS,"Boston, MA"
STL,"St. Louis, MO",PHX,"Phoenix, AZ"
STL,"St. Louis, MO",MDW,"Chicago, IL"
STL,"St. Louis, MO",MCI,"Kansas City, MO"
STL,"St. Louis, MO",RSW,"Fort Myers, FL"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",DSM,"Des Moines, IA"
STL,"St. Louis, MO",OKC,"Oklahoma City, OK"
STL,"St. Louis, MO",LIT,"Little Rock, AR"
STL,"St. Louis, MO",SDF,"Louisville, KY"
STL,"St. Louis, MO",CVG,"Cincinnati, OH"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",LAS,"Las Vegas, NV"
STL,"St. Louis, MO",ATL,"Atlanta, GA"
STL,"St. Louis, MO",MCO,"Orlando, FL"
STL,"St. Louis, MO",AFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",IAH,"Houston, TX"
STL,"St. Louis, MO",DEN,"Denver, CO"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",DTW,"Detroit, MI"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",JAX,"Jacksonville, FL"
STL,"St. Louis, MO",DCA,"Washington, DC"
STL,"St. Louis, MO",CVG,"Cincinnati, OH"
STL,"St. Louis, MO",CLT,"Charlotte, NC"
STL,"St. Louis, MO",PHL,"Philadelphia, PA"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",PHL,"Philadelphia, PA"
STL,"St. Louis, MO",DCA,"Washington, DC"
STL,"St. Louis, MO",BLM,"Belmar/Farmingdale, NJ"
STL,"St. Louis, MO",ORD,"Chicago, IL"
STL,"St. Louis, MO",EWR,"Newark, NJ"
STL,"St. Louis, MO",LGA,"New York, NY"
STL,"St. Louis, MO",DCA,"Washington, DC"
STL,"St. Louis, MO",PIA,"Peoria, IL"
STL,"St. Louis, MO",RNO,"Reno, NV"
STL,"St. Louis, MO",EGE,"Eagle, CO"
STL,"St. Louis, MO",MSP,"Minneapolis, MN"
STL,"St. Louis, MO",DAL,"Dallas, TX"
STL,"St. Louis, MO",MSY,"New Orleans, LA"
STL,"St. Louis, MO",PIT,"Pittsburgh, PA"
STL,"St. Louis, MO",MDW,"Chicago, IL"
STL,"St. Louis, MO",TUS,"Tucson, AZ"
STL,"St. Louis, MO",MKC,"Kansas City, MO"
STL,"St. Louis, MO",IAH,"Houston, TX"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",DFW,"Dallas/Fort Worth, TX"
STL,"St. Louis, MO",CVG,"Cincinnati, OH"
STL,"St. Louis, MO",OMA,"Omaha, NE"
STL,"St. Louis, MO",UIN,"Quincy, IL"
STL,"St. Louis, MO",MWA,"Marion/Herrin, IL"
STL,"St. Louis, MO",OWB,"Owensboro, KY"
STL,"St. Louis, MO",IRK,"Kirksville, MO"
STL,"St. Louis, MO",MEM,"Memphis, TN"
STL,"St. Louis, MO",CVG,"Cincinnati, OH"
STL,"St. Louis, MO",STL,"St. Louis, MO"
STL,"St. Louis, MO",SBD,"San Bernardino, CA"
STP,"Minneapolis/St. Paul, MN",BNA,"Nashville, TN"
STS,"Santa Rosa, CA",SEA,"Seattle, WA"
STS,"Santa Rosa, CA",PDX,"Portland, OR"
STS,"Santa Rosa, CA",LAX,"Los Angeles, CA"
STS,"Santa Rosa, CA",SNA,"Santa Ana, CA"
STS,"Santa Rosa, CA",PHX,"Phoenix, AZ"
STS,"Santa Rosa, CA",DFW,"Dallas/Fort Worth, TX"
STS,"Santa Rosa, CA",HHR,"Hawthorne, CA"
STS,"Santa Rosa, CA",MMU,"Morristown, NJ"
STS,"Santa Rosa, CA",MMU,"Morristown, NJ"
STS,"Santa Rosa, CA",LAX,"Los Angeles, CA"
STS,"Santa Rosa, CA",SAN,"San Diego, CA"
STS,"Santa Rosa, CA",PDX,"Portland, OR"
STS,"Santa Rosa, CA",LAX,"Los Angeles, CA"
STS,"Santa Rosa, CA",BUR,"Burbank, CA"
STS,"Santa Rosa, CA",PHX,"Phoenix, AZ"
STS,"Santa Rosa, CA",SFO,"San Francisco, CA"
STS,"Santa Rosa, CA",LGB,"Long Beach, CA"
STS,"Santa Rosa, CA",CLT,"Charlotte, NC"
STS,"Santa Rosa, CA",BED,"Bedford, MA"
STS,"Santa Rosa, CA",NUQ,"Mountain View, CA"
STS,"Santa Rosa, CA",VWW,"Deer Lodge, MT"
STS,"Santa Rosa, CA",KOA,"Kona, HI"
STS,"Santa Rosa, CA",HSH,"Las Vegas, NV"
STS,"Santa Rosa, CA",LAS,"Las Vegas, NV"
STS,"Santa Rosa, CA",BUR,"Burbank, CA"
STS,"Santa Rosa, CA",LAS,"Las Vegas, NV"
STS,"Santa Rosa, CA",BUR,"Burbank, CA"
STT,"Charlotte Amalie, VI",ATL,"Atlanta, GA"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",MIA,"Miami, FL"
STT,"Charlotte Amalie, VI",CLT,"Charlotte, NC"
STT,"Charlotte Amalie, VI",PHL,"Philadelphia, PA"
STT,"Charlotte Amalie, VI",DFW,"Dallas/Fort Worth, TX"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",MIA,"Miami, FL"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",FLL,"Fort Lauderdale, FL"
STT,"Charlotte Amalie, VI",MCO,"Orlando, FL"
STT,"Charlotte Amalie, VI",FLL,"Fort Lauderdale, FL"
STT,"Charlotte Amalie, VI",MCO,"Orlando, FL"
STT,"Charlotte Amalie, VI",ORD,"Chicago, IL"
STT,"Charlotte Amalie, VI",IAH,"Houston, TX"
STT,"Charlotte Amalie, VI",EWR,"Newark, NJ"
STT,"Charlotte Amalie, VI",IAD,"Washington, DC"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",BOS,"Boston, MA"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",JFK,"New York, NY"
STT,"Charlotte Amalie, VI",EWR,"Newark, NJ"
STT,"Charlotte Amalie, VI",FLL,"Fort Lauderdale, FL"
STT,"Charlotte Amalie, VI",MCO,"Orlando, FL"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STT,"Charlotte Amalie, VI",SJU,"San Juan, PR"
STT,"Charlotte Amalie, VI",STX,"Christiansted, VI"
STX,"Christiansted, VI",MIA,"Miami, FL"
STX,"Christiansted, VI",ATL,"Atlanta, GA"
STX,"Christiansted, VI",ATL,"Atlanta, GA"
STX,"Christiansted, VI",MIA,"Miami, FL"
STX,"Christiansted, VI",CLT,"Charlotte, NC"
STX,"Christiansted, VI",SJU,"San Juan, PR"
STX,"Christiansted, VI",MIA,"Miami, FL"
STX,"Christiansted, VI",STT,"Charlotte Amalie, VI"
STX,"Christiansted, VI",SJU,"San Juan, PR"
STX,"Christiansted, VI",FLL,"Fort Lauderdale, FL"
STX,"Christiansted, VI",FLL,"Fort Lauderdale, FL"
STX,"Christiansted, VI",FLL,"Fort Lauderdale, FL"
STX,"Christiansted, VI",FLL,"Fort Lauderdale, FL"
STX,"Christiansted, VI",SJU,"San Juan, PR"
STX,"Christiansted, VI",SJU,"San Juan, PR"
STX,"Christiansted, VI",STT,"Charlotte Amalie, VI"
STX,"Christiansted, VI",STT,"Charlotte Amalie, VI"
STX,"Christiansted, VI",STT,"Charlotte Amalie, VI"
STX,"Christiansted, VI",VQS,"Vieques, PR"
STX,"Christiansted, VI",SJU,"San Juan, PR"
